,ID,Provider,AddressLine1,AddressLine2,City,State,PostalCode,Phone1_Type,Phone1_Number,Phone2_Type,Phone2_Number,FaxNumber,WebsiteUrl,EmailAddress,ContactName,ContactBusinessTitle,HOUSING,COMMUNITY SUPPORT & HEALTH SERVICES,OUTDOOR SPACES AND BUILDINGS,RESPECT AND SOCIAL INCLUSION,TRANSPORT,CIVIC PARTICIPATION & EMPLOYMENT,COMMUNICATION & INFORMATION,SOCIAL PARTICIPATION,Elderly and Disabled,Assisted Living,Independent Living,Bridge to Independence,Traumatic Brain Injury / Spinal Cord Injury,Intellectual Disability / Developmental Disability,Private Pay: Credit,Private Pay: Cash,Other,Private Insurance,Medicare,Medicaid,Private Pay: Check
210,211,Boswell Regional Center-Magee,1049 Simpson Highway 149,Post Office Box 128,Magee,MS,39111,Main,6018336062,,,(601) 849-2586,www.boswell.state.ms.us,,,,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True
211,212,Brandi's Hope Community Service,745 Rex Avenue,,Tupelo,MS,38801,Main,6625534448,,,,,,Wanda Keith,Site Manager,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
212,213,Brandi's Hope Community Service,720 3rd Street,,Magee,MS,39111-3995,Main,6017213496,,,(601) 721-3497,www.brandishope.com/,,Danny Cowart,President/CEO,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True
213,214,Bridgeway Apartments,503 Seal Street,,Picayune,MS,39466,Main,6017494848,,,,https://affordablehousingonline.com/housing-search/Mississippi/Picayune/Bridgeway-Apartments/10070627,,Jason Kirkland,Director of Operations,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
214,215,"Briovarx, LLC*",2102 5th Street North,Suite 3,Columbus,MS,39705,Main,6622408900,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
215,216,Brookdale / Meridian,4555 35th Avenue,,Meridian,MS,39305,Main,6014834566,Toll Free Hotline,8447164582,(601) 483-1444,www.brookdale.com/en/communities/brookdale-meridian-miss.html,,,,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,True
216,217,Brookdale Hattiesburg (Formerly: Emeritus at Forrest Park),103 Fox Chase Drive,,Hattiesburg,MS,39402,Main,6014834566,Toll Free Hotline,8447164582,601) 271-2411,www.brookdale.com,,,,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
217,218,Brookdale Hattiesburg II (Formerly: Emeritus at Pine Meadow),107 Fox Chase Drive,,Hattiesburg,MS,39402,Main,2282333784,,,,www.brookdale.com,,,,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
218,219,Brown's Discount Drugs #1,584 East Main Street,Suite B3,Philadelphia,MS,39350,Main,6016562272,,,(601) 936-2024,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True
219,220,Bruce Community Living Center*,176 Highway 9 South,Post Office Box 1280,Bruce,MS,38915,Main,6016562272,,,,,,,,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False
220,221,Bruce Medical Supply Company *,206 West Calhoun Street,,Bruce,MS,38915,Main,6629832332,,,,,helpkids@boystown.org,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
221,222,Brusha Home Care Service,150 Willis Road,,Forest,MS,39074,Main,6017750264,,,,,helpkids@boystown.org,,,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
222,223,Bryant's Residential Care,1310 Highway 541 South,Post Office Box 972,Magee,MS,39111,Main,6018496160,,,,,,Yvonne Bryant,Owner,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True
223,224,Buds Homemaker Services*,132 West Mill Road,,Sardis,MS,38666,Main,6624871015,,,,,,Debra Sykes-Johnson,Owner,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
224,225,Burnham's Vital Care *,4931 Main Street,Suite B,Moss Point,MS,39563,Main,2284744663,,,(228) 474-5545,burnhamvitalcare.com,,Shannon Perry,Registered Nurse,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
225,226,Burnham Drugs - Vancleave*,12500 Highway 57,Post Office Box 8647,Vancleave,MS,39565,Main,2288262156,Other,2288264747,(228) 826-2156,www.burnhamdrugs.com,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
226,227,Butterfly Ministries*,1288 Road 931,,Tupelo,MS,38804,Main,2288262156,Other,2288264747,,,,Judy Neely,Executive Director,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
227,228,C & C Nursing Company,2990 Davis Road,,Terry,MS,39170,Main,6019837168,,,(769) 251-1295,,cncnursing@gmail.com,Candace Harvey,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True
228,229,Caffey Apartments*,468 Caffey Lane,,Pickens,MS,39146,Main,6624683243,,,,,www.burnhamdrugs@aol.com,,,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
229,230,Calhoun Baptist Association*,203 Byars Avenue,,Calhoun City,MS,38916,Main,6626286262,,,,,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
230,231,Calhoun Health Services*,152 Burke-Calhoun City Road,,Calhoun City,MS,38916,Main,6626286611,,,,,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
231,232,Camellia Home Health*,11703 Highland Circle,,Gulfport,MS,39503,Main,2283742273,,,,,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
232,233,Camellia Home Health - Bay St. Louis*,202-C Drinkwater Boulevard,,Bay St. Louis,MS,39520,Main,2284677696,Other,2284678384,,www.camelliahealth.com,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
233,234,Camellia Home Health - Picayune*,616 Canal Street,,Picayune,MS,39466,Main,6017995160,,,(601) 799-5325,www.camelliahealth.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True
234,235,Camellia Home Health and Hospice*,133 Mayfair Road,,Hattiesburg,MS,39402,Main,6012680408,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
235,236,Camellia Hospice*,133 Mayfair Road,,Hattiesburg,MS,39402,Main,6012648691,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,False
236,237,Camellia Hospice of the Gulf Coast*,"999 Howard Avenue, Suite 3",,Biloxi,MS,39530,Main,2283744434,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,False
237,238,C and C Drugs*,204 Main Street,,Collins,MS,39428,Main,6017656817,,,(601) 765-1939,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
238,239,Canterbury Apartments*,810 Airport Road,,Indianola,MS,38751,Main,6628876114,,,,,www.burnhamdrugs@aol.com,Barbara A. Lockhart,,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
239,240,Canterbury Crest*,1531 Tyler Cove,,Oxford,MS,38655,Main,6628876114,,,,www.unitedchurchhomes.org,www.burnhamdrugs@aol.com,,,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
240,241,CapTel Outreach*,1500 Olympic Boulevard,,Santa Monica,CA,90404,Contact Person,6018639053,,,,http://www.weitbrecht.com,claire.grothe@oeius.org,Claire Grothe,OEI Representative,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False
241,242,CaptionCall,4215 Riverboat Road,,Salt Lake City,UT,84123,,,,,,captioncall.com,,,,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,True,False
242,243,Cardio Source Corporation*,16961A Highway 180 West,,Gulf Shores,AL,36542,Main,2519673719,,,,,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
243,244,Care at Residence Services,1615 Ridgewood Drive,,Columbia,MS,39429,Main,6017367383,,,,http://careatresidence.com,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
244,245,Caregivers Incorporated*,699 West Main Street,,Hendersonville,TN,37075,Main,6152648648,,,615.340.0091,www.caregiversinc.net,caregiverinc@aol.com,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
245,246,CARE LODGE,162 23rd Avenue,P.O. Box 5331,Meridian,MS,39302,Main,6152648648,,,601.482.8718,http://www.carelodge.com/livesite/,carelodge@bellsouth.net,,,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
246,247,Caremed*,10394 Express Drive,,Gulfport,MS,39503,Main,2288971881,Other,2288971956,,www.rotech.com,carelodge@bellsouth.net,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
247,248,Caremed Medical Equipment*,14231 Seaway Road,Suite E5,Gulfport,MS,39503,Main,2288971834,,,,,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
248,249,"Care One Health, LLC*",6 Siebenkittel Circle,Suite B,Carriere,MS,39426,Main,6013235523,,,(601) 510-3079,,careonehealthms@gmail.com,Stacey Lathan,Director,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
249,250,Care Point Health Products*,4860 Cox Road,Suite 300,Glen Allen,VA,23060,Main,8047478900,,,(,,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
250,251,Carerx Express,5323 Machost Road,,Zachary,LA,70791,Main,2256580608,,,(601) 981-4513,,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
251,252,Carey Brashier *,2319 Highway 145,,Saltillo,MS,38866,Main,6628699980,,,(,,www.burnhamdrugs@aol.com,,Physical Therapist,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
252,253,Carey Freeze *,710 City Avenue North,,Ripley,MS,38663,Main,6628376060,,,(,,www.burnhamdrugs@aol.com,,Speech Therapist,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
253,254,Caring 4 You,1580 Highway 24,,Woodville,MS,39669,Main,6018884333,,,(601) 888-4399,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,True
254,255,Caring Hands Healthcare Service *,312 Road 51,,Tupelo,MS,38801,Main,6622314909,Main,6623694929,,,www.burnhamdrugs@aol.com,Cheryl Cousins,Homemaker,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
255,256,Caring Hands Personal Care Services,"1814 Columbia Avenue, Suite B",,Prentiss,MS,39474,Main,6017929329,,,(601) 792-0664,,caringhandspersonalcare39474@yahoo.com,Kimberly Gholar,Director,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True
256,257,Caring Heart and Hands House Adult Daycare Center,217 East Franklin Street,,Tupelo,MS,38804,Main,6628427970,,,(662) 8427972,www.caringheartandhandsadc.com,csadler22@yahoo.com,Gwendolyn Hudson,Program Director,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
257,258,Caritas Manor,145 West 10th Avenue,,Petal,MS,39465,Main,6015457740,Other,6015457744,,www.caritasmanor@sunstatesmgmt.com,mhall@broadmoor.org,,,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True
258,259,Carlow Manor *,15195 Barbara Drive,,Gulfport,MS,39503,Main,2285390704,Other,2285390707,,www.sunstatesmgmt.com/carlow-manor,carlowmanor@sunstatesmgmt.com,,,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,True
259,260,Carthage Ambulance-dba Lifecare EMS,101 West Water Street,,Carthage,MS,39051,Other,6012675500,Main,6012674104,(601) 267-4417,lifecareems.net,,Leigh Magee,Operations Manager,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True
260,261,Carthage WIN Job Center*,202 C. O. Brooks Street,,Carthage,MS,39051,Main,6012679282,,,(601) 267-9399,www.mdes.ms.gov,jblanton@mdes.ms.gov,Jaye Blanton,Manager,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
261,262,Catholic Diocese of Biloxi and Gulfport *,1450 North Street,,Gulfport,MS,39507,Main,6012679282,,,(601) 960-8493,www.biloxidiocese.org,mhall@broadmoor.org,,,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
262,263,Catholic Social & Community Services - Bay St. Louis,2074 D Highway 90,,Bay St. Louis,MS,39576,Main,2284672600,,,,http://cscs.biloxidiocese.org,,,,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
263,264,"Cathryne Wells, Speech/Language Pathologist *",2 Southern Pointe Parkway,Suite 200,Hattiesburg,MS,39402,Main,6012615159,,,(,,mhall@broadmoor.org,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True
264,265,CCI Homecare *,316 Central Avenue,,Laurel,MS,39440,Main,6014253047,,,,,mhall@broadmoor.org,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
265,266,CCI Professional Healthcare Hospice*,316 Central Avenue,,Laurel,MS,39440,Main,6014253047,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
266,267,CCS Medical *,14255 49th Street North,Suite 301,Clearwater,FL,33762,Main,8007269811,,,,https://ccsmed.com/,mhall@broadmoor.org,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True
267,268,CCS Medical *,1505 Lyndon B. Johnson Freeway,Suite 225,Farmers Branch,TX,75234,Main,9726282100,,,,https://www.ccsmed.com,mhall@broadmoor.org,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True
268,269,Cedar Grove Apartments *,91 Cedar Grove Drive,,Goodman,MS,39079,Main,6626536663,,,,,mhall@broadmoor.org,,,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
269,270,Cedar  Lake Family Practice *,2809 Denny,,Pascagoula,MS,39581,Main,2283540281,Other,2283540282,,www.mysrhs.com,mhall@broadmoor.org,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
270,271,Cedar Lake Imaging Center LLC *,1720 Medical Park Drive,,Biloxi,MS,39532,Main,2283961601,,,,www.biloxiregional.net,mhall@broadmoor.org,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
271,272,Cedar Lake Internal Medicine *,2809 Denny,,Pascagoula,MS,39581,Main,2283880063,Other,2283881701,,www.mysrhs.com,mhall@broadmoor.org,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
272,273,Cedar Lake Pet Hospital *,944 Cedar Lake Road,,Biloxi,MS,39532,Main,2283927444,,,,,mhall@broadmoor.org,,,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
273,274,"Centennial  Professional Therapy (DSS Staffing,  Branch Office)",303 Perimeter Center North,Suite 510,Atlanta,GA,30346,Main,6786908558,,,(770) 693-7108,,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True
274,275,Center for Encouragement *,94 Cowart Street,,Lucedale,MS,39452,Main,2287622340,,,,www.co.jackson.ms.us/BC/BC,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
275,276,Central Baptist Church*,5402 Highway 49 South,,Hattiesburg,MS,39401,Main,6015440186,,,601-645-5219,www.thecentralbaptist.com,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
276,277,Central Dialysis Unit of Forest*,1151 Highway 35 South,,Forest,MS,39074,Main,6014693390,Other,8008815101,(601) 469-5451,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,False
277,278,Central Healthcare Incorporated *,184 Shuman Boulevard,Suite 130,Naperville,IL,60563,Main,8004785070,Other,8005260844,630-369-5436,,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True
278,279,Central Louisiana Home Oxygen *,577 Cutting Horse Lane,,Batesville,MS,38606,Main,6625787641,,,,,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
279,280,"Central Medical Equipment, Incorporated",807 Highway 35 South,,Carthage,MS,39051,Main,6012678335,,,(601) 267-9575,,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True
280,281,"Central Mississippi, Inc*",Post Office Box 749,101 South Central Avenue,Winona,MS,38967,Main,6622834781,Main,6012832227,662.283.5180,http://www.cmicsp.org/,,Vanesa Topps,Director,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
281,282,"Central Mississippi, Incorporated-Greenwood *",2507 Browning Road,Suite 520,Greenwood,MS,38930,Main,6624553497,,,,,www.burnhamdrugs@aol.com,Pamela Gray,Director,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
282,283,Central Mississippi Health Clinic*,905 C South Frontage Road,,Meridian,MS,39301,Main,6014864210,,,(601) 486-4219,www.rush.com,,Daphne,X Ray Technician/Senior Receptionist,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
283,284,Central Mississippi Planning and Development District,1170 Lakeland Drive,Post Office Box 4935,Jackson,MS,39216,Main,6014864210,,,(601) 981-1515,www.cmpdd.org/area-agency-on-aging/,cmpdd@cmpdd.org,,,False,True,False,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,False
284,285,Century Oaks*,1718 Pass Road,,Biloxi,MS,39531,Main,2284350055,Toll Free Hotline,8779021480,,www.retirementnet.com/centuryoaks,,,,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
285,286,CFI Prosthetics and Orthotic,1665 North Shelby Oaks Drive,Suite 105,Memphis,TN,38134,Main,9017250060,,,(318) 636-3746,www.cfipando.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
286,287,Chandler Drug Incorporated - DME,131 Main Street,,Calhoun City,MS,38916,Main,6626265331,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
287,288,Chapel of Angels Funeral Home - Laurel,823 Dr. Martin Luther King Avenue,,Laurel,MS,39443,Main,6014282011,,,,www.chapelofangels.com,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,True
288,289,Chapman Oaks,210 Roberts Avenue,,Long Beach,MS,39560,Main,2288687199,,,(228) 868-7199,,,Brenda Chapman,Owner,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True
289,290,Charles L. Walker Senior Center*,4008 8th Street,,Gulfport,MS,39501,Main,2288687199,,,(228) 575-4536,gptcm.webs.com/charles-l-walker,,,,False,True,False,False,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False
290,291,Charleston Place,Post Office Box 337,,Fulton,MS,38843,Main,6628622465,,,(662) 862-5170,http://charlestonplacefulton.com,lhughes@charlestonplacefulton.com,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
291,292,Charter Medical LLC,1202 Office Park Drive,Suite D,Oxford,MS,38655,Main,6625339000,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
292,293,Charter Medical of Greenville,1707 South Colorado,Suite A,Greenville,MS,38703,Main,6623358420,Other,6623358421,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
293,294,Chateau Adult Day Center,3712 Highway 15 North,,Laurel,MS,39440,Main,6016512340,,,(601) 340-3131,https://thechateauway.com,chateau_adc@yahoo.com,Michellda Bradshaw,Co-Owner,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
294,295,Cheyennes Total Care and Transportation,10742 Highway 45 Alternate,,Prarie,MS,39756,Main,6623690430,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
295,296,Childrens Health Center of Columbus,114 North Lehmberg Road,,Columbus,MS,39702,Main,6623292955,,,,,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
296,297,Choctaw County Baptist Association,7420 Mississippi Highway 51,,Ackerman,MS,39735,Main,6622857492,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
297,298,Christ Anointing Hands Adult Day Care,813 West Grand Avenue,,Inverness,MS,38753,Main,6623787681,,,,,wecareadult@att.net,Dyana Moore,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
298,299,Christian Fellowship Church,Post Office Box 411,,Houston,MS,38851,Main,6624569923,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
299,300,Christian Services Center,301 East 2nd Street,,Hattiesburg,MS,39401,Main,6015825683,,,(601) 544-9903,Christianserve.org,Volunteer.christiansservices@gmail.com,Jim Prout,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,False,False,False,False
300,301,Christian Sitters,4808 North State Street,Suite C,Jackson,MS,39206,Main,6019822277,,,,https://www.christiansittersinc.com/,info@christiansittersinc.com,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True
301,302,Christopher's Personal Care,885 Highway 178 East,,Holly Springs,MS,38635,Main,6625511122,,,(662) 551-1635,http://www.assistedliving.com/mississippi/holly-springs/christophers-personal-care-home/,,,,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True
302,303,Chronic Disease Fund,6900 North Dallas Parkway,Suite 200,Plano,TX,75024,Main,8779687233,,,,www.cdfund.org,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
303,304,Churches United Food Bank Of Pontotoc,3041 Highway 345,,Pontotoc,MS,38863,Main,6624893087,Contact Person,6624891218,,,,,,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
304,305,Church of Christ South 61,2 Beau Pre Road,,Natchez,MS,39120-9723,Main,6014422101,,,,,,Coleman K  Allman,Pastor,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
305,306,Circle of Hope*,6619 Highway 305 North,,Olive Branch,MS,38654,Contact Person,9012463127,,,,http://www.circleofhope-survival.com/support.html,,,,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
306,307,City Drug Store Durable Medical Equipment,314 South Jefferson Street,,Macon,MS,39341,Main,6627265143,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
307,308,"City Home Care, LLC",3324 Goodman Road,,Southaven,MS,38672,Main,6012134893,,,,,,,,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False
308,309,"City Medical Supply, LLC",1703 City Avenue North,Suite C,Ripley,MS,38663,Main,38663,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
309,310,City of Pearl/Wilmoth Center,2420 Old Brandon Road,,Pearl,MS,39208,Main,6019322262,,,,www.cityofpearl.com,city@cityofpearl.com,,,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
310,311,City of Wiggins*,117 North 1st St.,,Wiggins,MS,39577,Main,6019287221,,,(601) 631-3764,,www.burnhamdrugs@aol.com,,,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
311,312,City Rexall Drug Durable Medical Equipment,349 South Main Street,,Picayune,MS,39466,Main,6017984761,,,(601) 798-4761,www.cityrexalldrugs.com,,Laura Lumpkin,Durable Medical Equipment Manager,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
312,313,Clark Clinic,321 Highway 13 South,,Morton,MS,39117,Main,6017328612,,,(601) 732-8408,www.rushhealthsystems.org,,Brittney McCurdy,Office Manager,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
313,314,Clay County Medical Center,835 Medical Center Drive,,West Point,MS,39773,Main,6624952339,,,,,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
314,315,Closer Healthcare Government,521 Old Dixie Highway,,Tequesta,FL,33469,Main,5617439974,,,630-238-6581,www.healthcarescores.com,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
315,316,Co-Med Health Care*,52D North Church Street,,Louisville,MS,39339,Main,6627360610,,,,,www.burnhamdrugs@aol.com,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
316,317,"Coastal County Imaging Service, LLC",4320 15th Street,Suite B,Gulfport,MS,39501,Main,2288682780,,,(228) 868-4930,,frankcci@yahoo.com,Frank Downey,Administrator,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
317,318,Coastal Family Health Center,4770 Amoco Drive,,Escatawpa,MS,39552,Main,2284749511,,,(228) 474-9506,coastalfamilyhealth.org,,Candice Durgan,Patient Service Representative,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
318,319,"Coastal Family Health Center, Incorporated/Administrative Office",700 Hardy Street,,Hattiesburg,MS,39401,Main,2283742494,Other,2283742713,(662) 846-6164,www.coastalfamilyhealth.org,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
319,320,Coastal Family Health Center - D'Iberville,3446 Big Ridge Road,,D'Iberville,MS,39540,Main,2283742494,,,(228) 392-4157,www.coastalfamilyhealthclinic.org,,Barbara Jackson,Patient Service Representative,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
320,321,Coastal Family Health Center - Moss Point,4770 Amoco Drive,,Moss Point,MS,39563,Main,2284749511,,,(228) 374-0856,www.coastalfamilyhealth.org,,Angel Summers,Practice Manager,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
321,322,Coastal Family Health Center/Gulfport,15024 Martin Luther King Boulevard,,Gulfport,MS,39501,Main,2283742494,Toll Free Hotline,8773744991,(228) 863-7917,www.coastalfamilyhealth.org,,Rasinee Hathorn,Practice Manager,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
322,323,Coastal Family Health Center/Pass Christian,257 Davis Avenue,,Pass Christian,MS,39570,Main,2284526284,,,,www.coastalfamilyhealth.org,,,,False,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
